Product Id,Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product HS Code,Product Origin Country,Product MID Code,Product Material,Shipping Profile Id,Product Sales Channel 1,Product Collection Id,Product Type Id,Product Tag 1,Product Discountable,Product External Id,Variant Metadata,Variant Id,Variant Title,Variant SKU,Variant Barcode,Variant Allow Backorder,Variant Manage Inventory,Variant Weight,Variant Length,Variant Width,Variant Height,Variant HS Code,Variant Origin Country,Variant MID Code,Variant Material,Variant Price EUR,Variant Price USD,Variant Option 1 Name,Variant Option 1 Value,Product Image 1 Url,Product Image 2 Url,Product Image 3 Url,Product Image 4 Url,Product Image 5 Url,Product Image 6 Url,Product Image 7 Url,Product Image 8 Url,Product Image 9 Url,Product Image 10 Url
,gutenachtgeschichten-fur-celeste,Gutenachtgeschichten für Celeste,,"Bologna Ragazzi Award 2025: Ein großer Bruder und seine furchtlose kleine Schwester: Das Duo Nikolaus Heidelbach und Ole Könnecke erzählt eine Gutenachtgeschichte zum Mitfiebern, Mitlachen und Sich-Mitgruseln

Das Einschlafbuch für Mutige. Höchst originell illustriert und mit Witz erzählt von Nikolaus Heidelbach und Ole Könnecke. Heute Abend sind Boris und Celeste allein zu Haus, die Eltern gehen zu den Nachbarn. Boris ist begeistert, endlich Chips und Kekse zum Abendbrot! Celeste will unbedingt noch eine Gutenachtgeschichte hören – und zwar eine richtig gruselige. Nichts lieber als das! Boris weiß von schrecklichen Gespenstern zu erzählen, die nachts auf kleine Mädchen warten … Langweilig, findet Celeste. Oder von gefährlichen Riesenkröten, die sich heimlich anschleichen. Aber Kröten findet Celeste süß. Sogar über Drachen, menschenfressende Echsen und mehrköpfige Ungeheuer macht sich Celeste lustig. Sie gruselt sich einfach nicht. Bis sie sich selbst eine Geschichte ausdenkt, die Boris dann das Fürchten lehrt.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/ARTK_CT0_9783446280779_0001.webp?v=1745877167,375.0,,,,,,,,,,,,,true,,"{""publisher"":""Hanser Literaturverlage""}",,Default Title,,9783446280779,false,true,375.0,,,,,,,,22.50,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/ARTK_CT0_9783446280779_0001.webp?v=1745877167,,,,,,,,,
,que-puedo-esperar,¿Qué puedo esperar?,,"Hacerse preguntas es uno de los mayores desafíos en una sociedad mediatizada y global como en la que vivimos, ya que contribuye a desarrollar capacidades como la intuición y la imaginación.

¿Cómo veré el mundo cuando sea grande? ¿Podría llegar a tocar las estrellas? ¿Por qué tengo miedo a lo desconocido? ¿Se puede pensar en nada? ¿Todas las personas nos hacemos las mismas preguntas? Este libro incluye casi un centenar de preguntas, planteadas de una manera espontánea, sin seguir un guion, sin retórica y abarcando todos los ámbitos de la vida del ser humano, desde lo cotidiano y lo familiar hasta otros rasgos más existenciales.

Britta Teckentrup despliega con sus mágicas ilustraciones un mundo de interrogantes que inspiran al lector a buscar sus propias respuestas y, lo que es más importante, a no dejar de hacerse preguntas.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/image_417a87a4-bf6b-4e87-a079-b0629192ba53.jpg?v=1745877821,500.0,,,,,,,,,,,,,true,,"{""publisher"":""Libros del Zorro Rojo""}",,Default Title,,9788412079036,false,true,500.0,,,,,,,,24.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/image_417a87a4-bf6b-4e87-a079-b0629192ba53.jpg?v=1745877821,,,,,,,,,
,stefanos-weite-reise,Stefanos weite Reise,,"Stefano ist sich ganz sicher: Er will fort, nach Amerika, wie alle anderen Jungen aus seinem Dorf im Piemont. In Amerika muss man nicht verhungern, kann man vielleicht sogar reich werden. Stefano macht sich auf nach Genua, aufs grosse Schiff. Nach einer gefährlichen Überfahrt kommt er nach Argentinien, schlägt sich zunächst als Farmarbeiter durch, und dann als Saxophonspieler beim Zirkus. Auch wenn er in der Fremde zu einem neuen Gück  findet: immer wieder holen ihn die Erinnerungen ein, an das Leben in Italien, an seine Mutter. Eine berührende Geschichte einer abenteuerlichen Auswanderung – und einer weiten Reise zu sich selbst.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/Andruetto_Stefanos-weite-Reise.jpg?v=1740998522,200.0,,,,,,,,,,,,,true,,"{""publisher"":""Baobab Books""}",,Default Title,,9783715204666,false,true,200.0,,,,,,,,25.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/Andruetto_Stefanos-weite-Reise.jpg?v=1740998522,,,,,,,,,
,der-himmel-gluht,Der Himmel glüht,,"Manchmal wünscht sich die zehnjährige Jana, das ganze Dorf hätte Zahnschmerzen, damit ihr Vater, der Zahnarzt ist, mehr verdiente. Dann könnte das Hausdach geflickt werden. Eines Tages verändert sich alles, und Jana muss verstehen lernen, was Mama meint, wenn sie sagt, dass man im Leben immer wachsen muss.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/Diaz_Der-Himmel-glueht.jpg?v=1740998522,216.0,,,,,,,,,,,,,true,,"{""publisher"":""Baobab Books""}",,Default Title,,9783715204857,false,true,216.0,,,,,,,,25.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/Diaz_Der-Himmel-glueht.jpg?v=1740998522,,,,,,,,,
,veras-cosas-extraordinarias,Verás Cosas Extraordinarias,,"Si confiamos en el viejo proverbio chino, lo extraordinario puede estar en cualquier lado. Aparecerá ante nosotros con sólo sentarnos en silencio a la sombra de los bambúes. Carolina Reymúndez, periodista especializada en viajes y autora de El mejor trabajo del mundo (Südpol, 2013), no le hace demasiado caso al dicho y sale a recorrer países y geografías: de Siberia a Durazno y de Zimbawe a Nueva York. En 25 relatos breves, este libro no sólo cruza fronteras, también atraviesa paisajes, cuenta anécdotas, se llena de nostalgia y transita el tiempo del viaje. Encuentra “cosas” fuera de lo ordinario, más que por sus propias características por la mirada que las percibe, capaz de ver lo singular en lo cotidiano. La editorial Periplo desarrolló un catálogo de títulos en los que relaciona la gastronomía con otras buenas artes. En “Verás cosas extraordinarias” invitó a Reymúndez, una de las más destacadas cronistas de viaje de la Argentina, a maridar sus relatos con recetas de la cocinera y curadora de arte Florencia Cillo y las ilustraciones del talentoso Marcos Farina. Un cazador de langostas en Panamá, la lluvia endémica de Galicia, el andar de hierro del Transiberiano, el subdirector de un zoo uruguayo, un viaje en familia por el sur de Italia y el picor del chai en la India, en estos relatos, lo inusual es el detalle. Lo fugaz que permanece, como el comino, como la menta y otros sabores y especias de las recetas de Cillo. Para comer tajine de cordero después de leer sobre Marruecos y preparar pickles de remolacha en el recorrido por Moscú. Pastel de pescado en Senegal, un Manhattan en una lona en el Central Park y quinoa dulce en Salta. Las palabras siempre estuvieron cerca de los fuegos. Un libro para irse de viaje y volver a cocinar algo rico. Las ilustraciones de Marcos Farina, a dos colores y mil imaginaciones, se suman en el rescate de lo extraordinario.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/D_NQ_NP_2X_741670-MLA44122218146_112020-F.webp?v=1740482083,0.0,,,,,,,,,,,,,true,,"{""publisher"":""Periplo Ediciones""}",,Default Title,,9789874586773,false,true,0.0,,,,,,,,23.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/D_NQ_NP_2X_741670-MLA44122218146_112020-F.webp?v=1740482083,,,,,,,,,
,sabores-de-la-memoria,Sabores De La Memoria,,"Sabores de la memoria es una verdadera caja de sorpresas. Al abrirla, tal vez nos asalte el exótico aroma de un curry de Madrás. O de un bizcochuelo recién horneado. Pero más determinante, más íntimo y profundo será el asalto a nuestra sensibilidad. Cada receta viene con su historia. O cada historia con su receta. La voz que narra se vuelve de pronto entrañable. Hipnotizado por su gracia, uno la sigue a donde ella quiera llevarnos. Tanto da si se trata de un hambriento perro cordobés, de un rulero olvidado en el pelo de una vecina o de la venganza de un carnicero rencoroso. En estas historias, sabrosas y genuinas hasta el caracú, e mundo cotidiano adquiere un encanto y una sugestión inesperados. Ana Pomar conoce la importancia de nutrir, de preparar un plato especial como una forma del cariño. Y cuando amasa juntos la mirada impertinente de la infancia, la agudeza en la reflexión y su natural don para contar… la receta resulta deliciosa.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/D_NQ_NP_2X_762216-MLA43907233067_102020-F.webp?v=1740482083,0.0,,,,,,,,,,,,,true,,"{""publisher"":""Periplo Ediciones""}",,Default Title,,9789872856007,false,true,0.0,,,,,,,,23.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/D_NQ_NP_2X_762216-MLA43907233067_102020-F.webp?v=1740482083,,,,,,,,,
,el-ingrediente-secreto,El Ingrediente Secreto,,"En la infancia todo sucede y se descubre por primera vez. Por eso cada experiencia, cada olor, cada sabor, se revisten de un aura de prodigio. Recrearlo es, como dice Artaud, el rol de la poesía. Ana Pomar parece celebrar esta verdad en cada uno de sus libros, desde “Sabores de la memoria”, el primero, hasta este nuevo volumen “El ingrediente secreto”. Porque estas páginas, donde desfilan recuerdos y recetas, están teñidas de poesía por la gracia de su palabra. Por su encantamiento revivimos el mundo candoroso de los 50, con los juegos y los vecinos pintorescos de Hurlingham, con el sabor de su chipá y su cuajada, en los barquinazos rudos de nuestra Estanciera…  Y después de romper el cascarón de la infancia, nos sumergimos en el caribe venezolano, con sus sabores de nombres musicales como el Chimbombo. O de peligros desconocidos como el  guaritote. Ana Pomar nos seguirá llevando por otros países y otros sabores. Con el regocijo siempre vivo  de su paraíso de infancia. Allí donde reinaba una madre y su cocina. Una madre bella y amorosa que creó para sus hijos un mundo regocijante de sabores y aventuras cotidianas. Aunque hablemos del tarkarí trinitario de pollo o del pionono de Santa Fe o de los simples cuadrados de manzana, por lejos que estén del Hurlingham de la infancia todas estas recetas crecen y se hacen sabrosas a su sombra. Lo que Triana perpetuó en su hija Ana y ella a su vez a en sus hijas y sus nietas es la parte más festiva de la vida. El trébol de la buena suerte que recogió Ana Pomar, aunque tuviera solo tres hojas. El ingrediente secreto que hace que ninguna de estas recetas falle.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/D_NQ_NP_2X_924402-MLA43907171534_102020-F.webp?v=1740482082,0.0,,,,,,,,,,,,,true,,"{""publisher"":""Periplo Ediciones""}",,Default Title,,9789874975089,false,true,0.0,,,,,,,,20.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/D_NQ_NP_2X_924402-MLA43907171534_102020-F.webp?v=1740482082,,,,,,,,,
,tintoreria-el-tokio,Tintorería El Tokio,,"El señor Tokujo es el dueño de la tintorería El Tokio. De sus ancestros heredó el oficio de limpiar la ropa hasta dejarla impecable. Entre jabones, aprestos y solventes, pasa sus días. Pero también tiene una pasión secreta, que lo ayuda a combatir la rutina: escribir haikus. Detrás de las etiquetas de las prendas que devuelve limpias a sus dueños, escribe pequeños poemas que les regala, en silencio. Nadie parece prestarle atención a esos haikus hasta que Adelina los descubre. Y será ese descubrimiento el que alumbre una nueva amistad y, al mismo tiempo, llene de vida la vieja tintorería.
Al final del libro, la autora invita a sus lectores a descubrir el arte de componer haikus y a realizar la pequeña ceremonia poética de escribir el propio.
Sutil y suave como el murmullo del viento, Tintorería El Tokio es una preciosa historia que celebra los pequeños gestos, la mirada atenta y la generosidad.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/D_NQ_NP_2X_698316-MLA78495183714_082024-F.webp?v=1740482082,192.0,,,,,,,,,,,,,true,,"{""publisher"":""Periplo Ediciones""}",,Default Title,,9789874975683,false,true,192.0,,,,,,,,20.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/D_NQ_NP_2X_698316-MLA78495183714_082024-F.webp?v=1740482082,,,,,,,,,
,tengo-un-librito,Tengo Un Librito,,"Este librito no es un librito cualquiera. Se parece a los demás pero tiene algo que lo hace diferente. Porque este librito es un cuento, sí, pero también es un amigo, una invitación... “Tengo un librito” es una historia, es un juego, un juguete. Es un libro que se transforma ¡en muchas cosas! Si hay sol, es sombrilla. ¿Y si llueve? ¡Es paraguas! Es puerta para golpear si vamos de visita; es ventanita para espiar y caminito para recorrer con los dedos. Porque los libros no sólo tienen cuentos adentro: también tienen ganas de invitarnos a jugar. Una propuesta que incluye movimiento, posturas para imitar y muchas ganas de divertirse ¡con un libro!",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/D_NQ_NP_2X_645337-MLA45613819775_042021-F.webp?v=1740482081,0.0,,,,,,,,,,,,,true,,"{""publisher"":""Periplo Ediciones""}",,Default Title,,9789874975270,false,true,0.0,,,,,,,,16.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/D_NQ_NP_2X_645337-MLA45613819775_042021-F.webp?v=1740482081,,,,,,,,,
,oso,Oso,,"Esas vacaciones iban a ser muy aburridas para los hermanos Johann, Amadeo y Martita, llamados así como homenaje a los ídolos de su mamá, que es pianista. Hay muchas cosas que no se pueden hacer -porque además de pianista, su mamá es muy estricta-, pero los dos hermanos más grandes consiguen un permiso especial para ir a jugar a la plaza. Y entonces ¡pasa algo increíble! Atrás de un arbusto descubren algo raro. Algo adorable. Algo que en su casa está terminantemente prohibido. Los chicos están fascinados, pero hay un gran problema: ¿cómo adoptar a Oso -así llaman al perro que acaban de encontrar- y llevarlo a casa sin que mamá se dé cuenta?
La aventura recién empieza. Trucos, disfraces y un misterioso señor que reclama a Oso serán parte de esta cruzada que terminará de una manera inesperada… y musical.
Los autores logran crear una historia disparatada, tierna y fraternal: carcajadas garantizadas para toda la familia.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/D_NQ_NP_2X_710926-MLA78237399200_082024-F.webp?v=1740482081,0.0,,,,,,,,,,,,,true,,"{""publisher"":""Periplo Ediciones""}",,Default Title,,9789874975669,false,true,0.0,,,,,,,,19.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/D_NQ_NP_2X_710926-MLA78237399200_082024-F.webp?v=1740482081,,,,,,,,,
,mi-gato-1,Mi Gato,,"A veces se quiere mucho, mucho algo. Tanto, que no alcanza el mundo para contener todas esas ganas. ""Mi gato"" cuenta la historia de una nena que sueña con tener una mascota. Específicamente, gatito. Pero no es tan sencillo: vive en un departamento pequeño, su mamá y su papá no están para nada convencidos -¡qué difíciles pueden ser los adultos a veces!- y no alcanzan las cartas, las promesas ni los berrinches para torcer el destino. Pero a veces las cosas pasan de manera misteriosa -y oportuna-: hay un viaje, un pajarito herido y una revelación que cambiará para siempre su manera de ver las cosas. La libertad y el amor se encuentran y se anudan, tejiendo una nueva manera de ver el mundo... y a los animales.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/D_NQ_NP_2X_619400-MLA44987141586_022021-F.webp?v=1740482080,120.0,,,,,,,,,,,,,true,,"{""publisher"":""Periplo Ediciones""}",,Default Title,,9789874975225,false,true,120.0,,,,,,,,20.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/D_NQ_NP_2X_619400-MLA44987141586_022021-F.webp?v=1740482080,,,,,,,,,
,la-gran-aventura,La Gran Aventura,,"Manuela es una gran exploradora. Vive con sus doce pájaros, de quienes se hizo amiga durante sus numerosas expediciones. Juntos llevan una vida muy tranquila, hasta que un día los pájaros deciden que ha llegado el momento de ir en búsqueda de sus propias aventuras. Vivirán muchas emociones y pasarán algún que otro contratiempo… ¡pero el viaje no los va a decepcionar! La gran aventura es un libro estimulante que aborda los conceptos de la aventura, la libertad y el amor por la lectura.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/D_NQ_NP_2X_823147-MLA43907171531_102020-F.webp?v=1740482079,0.0,,,,,,,,,,,,,true,,"{""publisher"":""Periplo Ediciones""}",,Default Title,,9789874975072,false,true,0.0,,,,,,,,20.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/D_NQ_NP_2X_823147-MLA43907171531_102020-F.webp?v=1740482079,,,,,,,,,
,la-casitamia-1,La Casitamía,,"Noah quiere tener una casita. Una que sea toda suya. En la que entren sus amigos. Y sus juguetes. La construirá él solo, en un árbol muy alto, muy enorme. ¿Cómo hará? Noah sabe: con madera, tornillos y mucha determinación. ¿Y luego? Y luego, la disfrutará. Pero… (es que siempre hay un “pero” en los cuentos), ¿qué pasa si hay un peligro -dientudo, peludo, que da miedo- acechando? Noah sabe, pues él tiene respuestas para todo. Porque esa casitamía es mucho más que una casa: es un refugio, una cocina que huele rico, una cama mullida, un sitio donde la imaginación germina y los miedos se vuelven pequeños, muy pequeños. Y Noah, cada vez más grande, poderoso y valiente.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/D_NQ_NP_2X_704080-MLA44629452650_012021-F.webp?v=1740482079,100.0,,,,,,,,,,,,,true,,"{""publisher"":""Periplo Ediciones""}",,Default Title,,9789874975218,false,true,100.0,,,,,,,,19.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/D_NQ_NP_2X_704080-MLA44629452650_012021-F.webp?v=1740482079,,,,,,,,,
,la-busqueda-del-tesoro-del-senor-topo,La Búsqueda Del Tesoro Del Señor Topo,,"Cuando oscurece, los animalitos del bosque se reúnen en la casa del Doctor Tejón, que cada noche les lee una historia distinta. Esta vez, la historia se llama “La búsqueda del tesoro”. ¡Suena interesante y misteriosa! Pero ¿qué es un tesoro? ¿De qué está hecho y, sobre todo, cómo se lo reconoce? El señor Topo no lo sabe, pero de todos modos decide emprender esa búsqueda y, por debajo de la tierra, cavando túneles y más túneles, irá encontrando algunos hallazgos asombrosos y curiosos. ¿Serán las joyas, el oro, las perlas, las esmeraldas, los verdaderos tesoros? ¿O hay acaso algo que es mucho más valioso, que tiene que ver con la amistad, con pensar en aquello que haría felices a nuestros amigos? Escrita e ilustrada por la reconocida autora rusa Katerina Gorelik, La búsqueda del tesoro del Señor Topo es una historia amorosa y profunda, sobre el verdadero valor de las cosas. Y sobre el poder de la empatía y el afecto.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/D_NQ_NP_2X_966951-MLA78495234706_082024-F.webp?v=1740482079,0.0,,,,,,,,,,,,,true,,"{""publisher"":""Periplo Ediciones""}",,Default Title,,9789874975676,false,true,0.0,,,,,,,,21.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/D_NQ_NP_2X_966951-MLA78495234706_082024-F.webp?v=1740482079,,,,,,,,,
,horizonte,Horizonte,,"«Horizonte» podría ser una de esas palabras que acaba desterrada de la prosa diaria, despojada de su verdadero significado por lenguajes de urgencia, o relegada a libros y folletos turísticos. ¿Por qué? Porque, aunque está en todas partes, solo se ve si realmente se busca. Es una forma de mirar. Así nos lo explica, despacio, y con una deslumbrante sencillez, este libro de Carolina Celas, su debut como autora: un trabajo delicado, envolvente y casi hipnótico, en el que no hay dos paisajes iguales, y todos están unidos por una única línea sobre la que reposamos el deseo de seguir mirando. «Horizonte» es un libro-álbum redondo, texto e ilustración conforman un todo indivisible, en el que las palabras construyen un diálogo, un poema acompasado, un relato de acción, de misterio, de suspense, y las imágenes te revelan el significado de espera, de distante, de infinito y, finalmente… Una lectura para disfrutar a cualquier edad, que abre ante nuestros ojos nuevas perspectivas, y nos invita a ser observadores, y a buscar esas líneas que, en lugar de limitar, crean un espacio de encuentro.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/D_NQ_NP_2X_711982-MLA43907201440_102020-F.webp?v=1740482078,0.0,,,,,,,,,,,,,true,,"{""publisher"":""Periplo Ediciones""}",,Default Title,,9789874975034,false,true,0.0,,,,,,,,18.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/D_NQ_NP_2X_711982-MLA43907201440_102020-F.webp?v=1740482078,,,,,,,,,
,hay-un-monstruo-en-la-cocina,Hay Un Monstruo En La Cocina,,"Nadie espera que, al despertarse un día, con mucha hambre de tostadas, haya un monstruo en la cocina. Pero resulta que un sábado, a Matías le pasa exactamente eso. ¿Es su imaginación o de verdad es un monstruo? Un monstruo peludo y gris, con cresta amarilla, cola rosa y garras anaranjadas. ¡Qué horror! Eso le sacaría el hambre hasta el más valiente. ¿Y qué hará Matías, entonces? Lo que haríamos todos: llamar a su mamá. Que también lo ve, pero no de la misma manera en que lo vio Matías. “Hay un monstruo en la cocina” empieza así: desde una mirada. Que va cambiando, como un reloj, como una brújula, para mostrarnos cómo cada uno de nosotros puede ver las cosas desde un punto de vista único e irrepetible: el propio. El final, tierno y gracioso, abre una ventanita inesperada a la que podemos asomarnos para espiar algo sorprendente: la mirada del pobre monstruo que fue sorprendido, in fraganti, con una cuchara, en esa cocina.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/D_NQ_NP_2X_654704-MLA47560087233_092021-F.webp?v=1740482078,0.0,,,,,,,,,,,,,true,,"{""publisher"":""Periplo Ediciones""}",,Default Title,,9789874975355,false,true,0.0,,,,,,,,19.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/D_NQ_NP_2X_654704-MLA47560087233_092021-F.webp?v=1740482078,,,,,,,,,
,hay-remedio-para-eso,Hay Remedio Para Eso,,"¡Ay, duele, duele! ¿Qué pasó? Aprender a reconocer el dolor que molesta e incómoda es una parte de lo que toca en la infancia. Pero hay una muy buena noticia: así como vino, el dolor ¡se va! Porque para el dolor hay remedio. Pueden ser gotitas, un beso, un abrazo, una doctora: todo tiene solución. En “Hay remedio para eso”, Cecilia Pisos y Gastón Caba dan vida a unos animales muy simpáticos que ayudan a los más chiquitos (y a los adultos) a poner en cuento y palabras lo que sentimos cuando algo duele… y a decirle ¡adiós! cuando se va.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/D_NQ_NP_2X_730955-MLA45613829676_042021-F.webp?v=1740482077,0.0,,,,,,,,,,,,,true,,"{""publisher"":""Periplo Ediciones""}",,Default Title,,9789874975263,false,true,0.0,,,,,,,,16.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/D_NQ_NP_2X_730955-MLA45613829676_042021-F.webp?v=1740482077,,,,,,,,,
,el-limpiador-de-orejas,El Limpiador De Orejas,,"El señor Olak tiene, como muchos adultos, un trabajo. Pero el suyo es, ¿cómo decirlo?, al menos, un poco extraño. Para empezar a describirlo: Olak es ¡limpiador de orejas! Y así como otros van por la calle ofreciendo pasteles, afilar cuchillos o podar el césped, él ofrece -con mucha delicadeza y experiencia- revisar orejas con molestias. Porque, ciertamente, en los oídos no solo se junta cera. De ningún modo. Hay toda clase de cosas que se pueden meter, sin permiso, adentro de las orejas y molestar con zumbidos, trompeteos, canciones de cuna y hasta insultos gigantes. ¿Quién lo hubiera dicho?
Por suerte, el señor Olak está ahí para ayudar. ¿Será capaz de resolver todos los casos que preocupan a sus clientes? ¿Aún los más difíciles como el caso de Nino? Olak intentará de todo para lograrlo, pero a veces la solución viene de la mano de quienes menos pensamos.
Humorístico, ingenioso y tierno, El limpiador de orejas es un cuento con aires de clásico, que invita a jugar con la imaginación y desafiar los límites de aquello que, hasta ahora, conocíamos como posible.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/D_NQ_NP_2X_686910-MLA54642267050_032023-F.webp?v=1740482077,0.0,,,,,,,,,,,,,true,,"{""publisher"":""Periplo Ediciones""}",,Default Title,,9789874975591,false,true,0.0,,,,,,,,20.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/D_NQ_NP_2X_686910-MLA54642267050_032023-F.webp?v=1740482077,,,,,,,,,
,el-fideo-caminador,El Fideo Caminador,,"Un lunes puede ser igual a todos los otros lunes, y lo mismo pasa con los martes, los
miércoles... Pero a veces, algo extraordinario sucede. Una de esas cosas que si se las
contáramos a los demás, abrirían los ojos sorprendidos -y tal vez no nos creerían-.
La protagonista de esta tierna, movediza y mágica historia tiene un día ""como todos"" hasta que
uno de los fideos del almuerzo escapa del plato. No se ha caído, no fue un accidente: ¡es un
fideo caminador! Ella está asombrada, asombradísima y decide seguirlo, guardando una
distancia prudencial al principio. ¿Será que el fideo caminador gusta de la compañía? Sí, y
también mucho más.
Junto a ese fideo largo, amarillo y curioso, nuestra protagonista redescubrirá el mundo.
Aprenderá que lo hermoso es más simple de lo que pensamos. Que todo guarda una potencial
sorpresa. Y que muchas veces, aunque no parezca, los caminos pueden volver a cruzarse.
Un libro emocionante e ingenioso para mirar lo que nos rodea con unos ojos nuevos.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/D_NQ_NP_2X_955642-MLA79458431988_102024-F.webp?v=1740482076,0.0,,,,,,,,,,,,,true,,"{""publisher"":""Periplo Ediciones""}",,Default Title,,9789874975690,false,true,0.0,,,,,,,,18.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/D_NQ_NP_2X_955642-MLA79458431988_102024-F.webp?v=1740482076,,,,,,,,,
,el-bebe-mas-tierno-del-mundo,El Bebé Más Tierno Del Mundo,,"Desde que la mamá le contó que iba a llegar su hermano, la protagonista de esta historia tuvo mucho tiempo para pensar e investigar. ¿Cómo son los bebés? ¿Qué hacen? En la plaza, con amigos, con sus primos, esta niña va escuchando todo lo que los demás saben de los bebés. Los bebés lloran, necesitan cuidados, tocan todas las cosas y no duermen de noche. A partir de esa información, su imaginación rica y fantasiosa hará el resto. Para cuando su hermanito llega a casa, ya se considera una experta, expertísima en bebés. ¿Será que ya sabe todo lo que hace falta saber?
Con sentido del humor y mucha picardía, este libro pone a jugar la fantasía y la realidad y ayuda a reflexionar -y por qué no, acompañar- la llegada de un nuevo integrante a la familia.",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/D_NQ_NP_2X_977375-MLA78495477936_082024-F.webp?v=1740482076,0.0,,,,,,,,,,,,,true,,"{""publisher"":""Periplo Ediciones""}",,Default Title,,9789874975706,false,true,0.0,,,,,,,,18.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/D_NQ_NP_2X_977375-MLA78495477936_082024-F.webp?v=1740482076,,,,,,,,,
,cuento-mi-cuerpo,Cuento Mi Cuerpo,,"¿Cómo es nuestro cuerpo? Hay un ombligo que es rey, una nariz que juega con las pecas, diez deditos juguetones, dos rodillas muy coquetas... ¿Qué más podemos encontrar? Cuento mi cuerpo es un cuento redondo, que nunca termina. Porque una vez que nombramos todas las partes ¡podemos volver a empezar!",published,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/D_NQ_NP_2X_974584-MLA43907196430_102020-F.webp?v=1740482075,0.0,,,,,,,,,,,,,true,,"{""publisher"":""Periplo Ediciones""}",,Default Title,,9789874975119,false,true,0.0,,,,,,,,15.00,,Title,Default Title,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/D_NQ_NP_2X_974584-MLA43907196430_102020-F.webp?v=1740482075,,,,,,,,,
