Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Author (product.metafields.custom.author),Categoría (product.metafields.custom.categor_a),Description (product.metafields.custom.description),Edades (product.metafields.custom.edades),Ilustrator (product.metafields.custom.ilustrator),Paginas (product.metafields.custom.paginas),Tamaño (product.metafields.custom.size),Tema (product.metafields.custom.tema),Tipo (product.metafields.custom.tipo),ISBN (product.metafields.facts.isbn),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Book cover type (product.metafields.shopify.book-cover-type),Genre (product.metafields.shopify.genre),Language (product.metafields.shopify.language),Language version (product.metafields.shopify.language-version),Target audience (product.metafields.shopify.target-audience),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Schweiz,Price / Schweiz,Compare At Price / Schweiz,Included / Europa,Price / Europa,Compare At Price / Europa,Status
la-noche-de-las-estrellas,La noche de las estrellas,"<p>Hace muchos años, en un país lejano, vivía un señor al que no le gustaba la noche porque era muy oscura. Un día, al atardecer, el señor subió a la montaña más alta y desde allí increpó a la noche. De pronto, tuvo una idea de cómo llenar la noche mágicamente de luces.

</p><table style=""width:100%""><tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Douglas Gutiérrez</td>
</tr>
<tr>
<td><strong>Ilustraciones de</strong></td>
<td>María Fernanda Oliver</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-84-938429-9-4</td>
</tr>
<tr>
<td><strong>Páginas</strong></td>
<td>24 páginas</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>23 x 18,5 cm</td>
</tr>
</tbody></table>",Ediciones Ekaré,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,245.5,shopify,1,deny,manual,17.00,,true,true,,,,,'9788493842994,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/LaNochedelasEstrellas-PG15011.jpg?v=1732965649,1,,false,,,,,,,,,,,,,,Douglas Gutiérrez,,"Hace muchos años, en un país lejano, vivía un señor al que no le gustaba la noche porque era muy oscura. Un día, al atardecer, el señor subió a la montaña más alta y desde allí increpó a la noche. De pronto, tuvo una idea de cómo llenar la noche mágicamente de luces.",,María Fernanda Oliver,,"23 x 18,5 cm",,,9788493842994,,,,,,,,,,,,g,,5.00,true,,,true,,,active
la-mejor-jugada-de-madani,La mejor jugada de Madani,"<p>En el barrio no se había visto fútbol como el de Madani. Desde que llegó, los partidos de los sábados son mucho mejores y los regates y goles del nuevo jugador se siguen comentando toda la semana. Pero su mejor jugada está aún por llegar. Una emocionante historia en la que ganan la determinación y el cariño.

</p><table style=""width:100%""><tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Fran Pintadera</td>
</tr>
<tr>
<td><strong>Ilustraciones de</strong></td>
<td>Raquel Catalina</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-84-122677-2-3</td>
</tr>
<tr>
<td><strong>Páginas</strong></td>
<td>48 páginas</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>18,9 x 26,4 cm</td>
</tr>
</tbody></table>",Ediciones Ekaré,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,396.0,shopify,1,deny,manual,19.00,,true,true,,,,,'9788412267723,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/LaMejorJugadaDeMadani_P300-220x300.jpg?v=1732965588,1,,false,,,,,,,,,,,,,,Fran Pintadera,,"En el barrio no se había visto fútbol como el de Madani. Desde que llegó, los partidos de los sábados son mucho mejores y los regates y goles del nuevo jugador se siguen comentando toda la semana. Pero su mejor jugada está aún por llegar. Una emocionante historia en la que ganan la determinación y el cariño.",,Raquel Catalina,,"18,9 x 26,4 cm",,,9788412267723,,,,,,,,,,,,g,,6.01,true,,,true,,,active
la-familia-animal,La familia animal,"<p>«Comenzaron a enseñarse palabras el uno al otro. Ella se tocaba la cabeza y hacía el mismo sonido, una y otra vez, hasta que el cazador lo aprendía de memoria…».

«Indudablemente el mejor en muchos años, una historia atemporal y universal». —The New York Times

«Un cuento incisivamente hermoso para jóvenes o mayores, seguramente destinado a la inmortalidad». —New York Herald Tribune Book Week</p><table style=""width:100%""><tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Randall Jarrell</td>
</tr>
<tr>
<td><strong>Ilustraciones de</strong></td>
<td>Maurice Sendak</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-84-127536-5-3</td>
</tr>
<tr>
<td><strong>Páginas</strong></td>
<td>184 páginas</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>13,2 x 16,8 cm</td>
</tr>
<tr>
<td><strong>Traddución por</strong></td>
<td>Elena Iribarren</td>
</tr>
</tbody></table>",Ediciones Ekaré,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,338.0,shopify,1,deny,manual,22.00,,true,true,,,,,'9788412753653,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/LaFamiliaAnimal-PG300-220x280.png?v=1732965474,1,,false,,,,,,,,,,,,,,Randall Jarrell,,"«Comenzaron a enseñarse palabras el uno al otro. Ella se tocaba la cabeza y hacía el mismo sonido, una y otra vez, hasta que el cazador lo aprendía de memoria…».

«Indudablemente el mejor en muchos años, una historia atemporal y universal». —The New York Times

«Un cuento incisivamente hermoso para jóvenes o mayores, seguramente destinado a la inmortalidad». —New York Herald Tribune Book Week",,Maurice Sendak,,"13,2 x 16,8 cm",,,9788412753653,,,,,,,,,,,,g,,9.52,true,,,true,,,active
la-composicion,La composición,"<p>Todas las noches, la familia de Pedro escucha en la radio una emisora clandestina. Los militares, habiéndose ya llevado al padre de un amigo de Pedro, piden a los niños del salón de clases escribir una composición titulada: Lo que hace mi familia por las noches. Así, Pedro debe responder por sí mismo la pregunta: ¿los niños pueden estar en contra de la dictadura?</p>
<table style=""width: 100%;"">
<tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Antonio Skármeta</td>
</tr>
<tr>
<td><strong>Ilustraciones de</strong></td>
<td>Alfonso Ruano</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-980-257-305-9</td>
</tr>
<tr>
<td><strong>Páginas</strong></td>
<td>36 páginas</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>23 x 20,5 cm</td>
</tr>
</tbody>
</table>",Ediciones Ekaré,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,158.3,shopify,1,deny,manual,17.00,,true,true,,,,,'9789802573059,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/LaComposici_C3_B3n-PG150.jpg?v=1732964385,1,,false,,,,,,,,,,,,,,Antonio Skármeta,,"Todas las noches, la familia de Pedro escucha en la radio una emisora clandestina. Los militares, habiéndose ya llevado al padre de un amigo de Pedro, piden a los niños del salón de clases escribir una composición titulada: Lo que hace mi familia por las noches. Así, Pedro debe responder por sí mismo la pregunta: ¿los niños pueden estar en contra de la dictadura?",,Alfonso Ruano,,"23 x 20,5 cm",,,9789802573059,,,,,,,,,,,,g,,4.57,true,,,true,,,active
la-jardinera-1,La jardinera,"<p>Lydia Grace debe ir a vivir a la ciudad con su tío Jim, un taciturno panadero. En sus cartas cuenta cómo, en lugares improvisados, siembra las semillas que le manda su abuela. Al llegar la primavera, las flores de Lydia despiertan las sonrisas de los clientes. Pero, para esa sonrisa que ella más desea, la del tío Jim, tiene lista su obra maestra.</p>
<table style=""width: 100%;"">
<tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Sarah Stewart</td>
</tr>
<tr>
<td><strong>Ilustraciones de</strong></td>
<td>David Small</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-84-939912-9-6</td>
</tr>
<tr>
<td><strong>Páginas</strong></td>
<td>40 páginas</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>21 x 27,5 cm</td>
</tr>
<tr>
<td><strong>Traddución por</strong></td>
<td>Isabel Tenhamm</td>
</tr>
</tbody>
</table>",Ediciones Ekaré,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,352.0,shopify,2,deny,manual,25.00,,true,true,,,,,'9788493991296,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/La-JardineraTD-PG150.jpg?v=1732963759,1,,false,,,,,,,,,,,,,,Sarah Stewart,,"Lydia Grace debe ir a vivir a la ciudad con su tío Jim, un taciturno panadero. En sus cartas cuenta cómo, en lugares improvisados, siembra las semillas que le manda su abuela. Al llegar la primavera, las flores de Lydia despiertan las sonrisas de los clientes. Pero, para esa sonrisa que ella más desea, la del tío Jim, tiene lista su obra maestra.",,David Small,,"21 x 27,5 cm",,,9788493991296,,,,,,,,,,,,g,,6.20,true,,,true,,,active
la-calle-es-libre,La calle es libre,"<p>Los niños de un barrio de Caracas no tienen dónde jugar. Hay un terreno cerca de la autopista donde podrían construir un parque. Piden ayuda al ayuntamiento, pero son los vecinos del barrio quienes encuentran la solución. Una historia basada en una experiencia de los niños de la biblioteca de San José de La Urbina.</p>
<table style=""width: 100%;"">
<tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Kurusa</td>
</tr>
<tr>
<td><strong>Ilustraciones de</strong></td>
<td>Monika Doppert</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-980-257-050-8</td>
</tr>
<tr>
<td><strong>Paginás</strong></td>
<td>48 páginas</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>22,5 x 20,5 cm</td>
</tr>
<tr>
<td><strong>Tipo</strong></td>
<td>Rústica</td>
</tr>
</tbody>
</table>",Ediciones Ekaré,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,198.0,shopify,1,deny,manual,20.00,,true,true,,,,,'9789802570508,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/LaCalleEsLibre-PG150.jpg?v=1732956503,1,,false,,,,,,,,,,,,,,Kurusa,,"Los niños de un barrio de Caracas no tienen dónde jugar. Hay un terreno cerca de la autopista donde podrían construir un parque. Piden ayuda al ayuntamiento, pero son los vecinos del barrio quienes encuentran la solución. Una historia basada en una experiencia de los niños de la biblioteca de San José de La Urbina.",,Monika Doppert,48 páginas,"22,5 x 20,5 cm",,Rústica,9789802570508,,,ninos,,,ninos,,,,,,g,,4.09,true,,,true,,,active
issun-boshi-el-noi-que-no-era-gaire-mes-alt-que-el-polze,Issun Bôshi,"<div class=""resumen"">
<p>Había una vez una pareja de campesinos sin hijos que esperanzados cantaban: “Queremos un hijo, aunque sea pequeño, pequeñín…” Su deseo se cumplió y nació Issun Bôshi, “el que no es más alto que un pulgar”. El pequeño decide ir a la ciudad, donde vive momentos felices. Un gigante lo persigue, pero él es mucho más astuto. Basado en un cuento popular japonés.</p>
</div>
<div class=""libro-detalle"">
<p><strong><span class=""s1"">· Mención Bologna Ragazzi Awards, 2014</span></strong><br><strong>· Los Mejores del Banco del Libro, 2016</strong></p>
</div>
<table style=""width: 100%;"">
<tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Icinori</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-84-942081-6-4</td>
</tr>
<tr>
<td><strong>Paginás</strong></td>
<td>40 páginas</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>20 x 32 cm</td>
</tr>
<tr>
<td><strong>Tipo</strong></td>
<td>Tapa dura</td>
</tr>
<tr>
<td><strong>Traducción por</strong></td>
<td>Teresa Duran</td>
</tr>
</tbody>
</table>",Ediciones Ekaré,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,393.5,shopify,1,deny,manual,21.00,,true,true,,,,,'9788494208164,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/issun-boshi-cat.jpg?v=1732956395,1,,false,,,,,,,,,,,,,,Icinori,,"Había una vez una pareja de campesinos sin hijos que esperanzados cantaban: “Queremos un hijo, aunque sea pequeño, pequeñín…” Su deseo se cumplió y nació Issun Bôshi, “el que no es más alto que un pulgar”. El pequeño decide ir a la ciudad, donde vive momentos felices. Un gigante lo persigue, pero él es mucho más astuto. Basado en un cuento popular japonés.

· Mención Bologna Ragazzi Awards, 2014· Los Mejores del Banco del Libro, 2016",,,40 páginas,20 x 32 cm,,tapa dura,9788494208164,,,ninos; fantasy,,jpn-japanisch,ninos,,,,,,g,,6.69,true,,,true,,,active
historia-revisada-de-las-mujeres,Historia revisada de las mujeres,"<p>Un recorrido ilustrado por la historia de la humanidad —desde la prehistoria hasta el siglo XXI— que incorpora la perspectiva de las mujeres en diferentes culturas y épocas. No solo aventureras o rebeldes, sino el relato de las vidas cotidianas de las mujeres que… ¡no figuran en la mayor parte de las enciclopedias!</p>
<table style=""width: 100%;"">
<tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Katarzyna Radziwiłł</td>
</tr>
<tr>
<td><strong>Ilustraciones de</strong></td>
<td>Joanna Czaplewska</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-84-127536-3-9</td>
</tr>
<tr>
<td><strong>Paginás</strong></td>
<td>56 páginas</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>24 x 33 cm</td>
</tr>
<tr>
<td><strong>Tipo</strong></td>
<td>Tapa dura</td>
</tr>
<tr>
<td><strong>Traducción por</strong></td>
<td>Karolina Jaszecka</td>
</tr>
</tbody>
</table>",Ediciones Ekaré,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,687.0,shopify,0,deny,manual,24.00,,true,true,,,,,'9788412753639,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/HistoriaRevisadaDeLasMujeres-web-218x300.jpg?v=1732956257,1,,false,,,,,,,,,,,,,,Katarzyna Radziwiłł,,"Un recorrido ilustrado por la historia de la humanidad —desde la prehistoria hasta el siglo XXI— que incorpora la perspectiva de las mujeres en diferentes culturas y épocas. No solo aventureras o rebeldes, sino el relato de las vidas cotidianas de las mujeres que… ¡no figuran en la mayor parte de las enciclopedias!",,Joanna Czaplewska,56 páginas,24 x 33 cm,,tapa dura,9788412753639,,,,,,,,,,,,g,,9.10,true,,,true,,,active
gorilon,Gorilón,"<p>Una ratona ha perdido a su bebé. Emprende entonces una búsqueda desesperada por la selva cuando aparece un enorme, peludo y horroroso gorila: “¡Es un gorilón!”, dice la ratona. Aterrada, corre y corre sobre el puente, sobre el mar y hasta la misma China, pero no encuentra a su bebé. Mientras tanto, el gorila está siempre pisándole los talones.</p>
<table style=""width: 100%;"">
<tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Jeanne Willis</td>
</tr>
<tr>
<td><strong>Ilustraciones de</strong></td>
<td>Tony Ross</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-84-937767-2-5</td>
</tr>
<tr>
<td><strong>Paginás</strong></td>
<td>32 páginas</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>22,7 x 29,7 cm</td>
</tr>
<tr>
<td><strong>Tipo</strong></td>
<td>Tapa dura</td>
</tr>
<tr>
<td><strong>Traducción por</strong></td>
<td>Carolina Paoli</td>
</tr>
</tbody>
</table>",Ediciones Ekaré,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,347.5,shopify,-1,deny,manual,20.00,,true,true,,,,,'9788493776725,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/Gorilon-PG150.jpg?v=1732955696,1,,false,,,,,,,,,,,,,,Jeanne Willis,,"Una ratona ha perdido a su bebé. Emprende entonces una búsqueda desesperada por la selva cuando aparece un enorme, peludo y horroroso gorila: “¡Es un gorilón!”, dice la ratona. Aterrada, corre y corre sobre el puente, sobre el mar y hasta la misma China, pero no encuentra a su bebé. Mientras tanto, el gorila está siempre pisándole los talones.",,Tony Ross,32 páginas,"22,7 x 29,7 cm",,tapa dura,9788493776725,,hardcover,ninos; horror,,,ninos,,,,,,g,,7.16,true,,,true,,,active
etwas-schwarzes,Etwas Schwarzes,"<p>Eines Morgens in der Dämmerung leuchtet der Wald in so schönen Farben wie nie zuvor. Grün und rot schillern die Bäume am Rand einer Lichtung. Und da im Sonnenlicht liegt etwas Schwarzes. Was könnte das nur sein? Der Rabe fliegt hinab und meint: »Das muss ein Stück von einem Stern sein. Bald wird der Himmel über uns einstürzen!« Aufgeregt fliegt er davon, um den anderen von der Gefahr zu berichten.</p>
<p>Vom Lärm des Raben aufgeweckt kommt der Fuchs vorbei und sieht etwas Schwarzes am Boden. Das kann nur das vermisste Tuch der Prinzessin sein. Auch er wittert Bedrohung und meint schon, die nahenden Soldaten des königlichen Heeres zu hören: Sie kommen, das Tuch zu suchen. Bald schon herrscht im Wald ein heilloses Durcheinander. Die Eule, der Leopard und die Katze – alle berichten, was sie gesehen haben und sprechen von der drohenden Gefahr.</p>
<p>Aber vielleicht ist das Schwarze auch bloß … etwas Schwarzes, etwas Liebenswertes, etwas ganz und gar Ungefährliches? Der junge iranische Zeichner Reza Dalvand erzählt in dieser kleinen und gleichzeitig großen Geschichte augenzwinkernd von den Schwierigkeiten im Umgang mit dem Unbekannten.</p>
<table style=""width: 100%;"">
<tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Dalvand, Reza</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-3-905804-81-2</td>
</tr>
<tr>
<td><strong>Paginás</strong></td>
<td>32 páginas</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>30 x 20 cm</td>
</tr>
<tr>
<td><strong>Traducción por</strong></td>
<td>Nazli Hodaie</td>
</tr>
</tbody>
</table>",Baobab Books,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,321.5,shopify,0,deny,manual,25.00,,true,true,,,,,'9783905804812,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/Dalvand_Etwas_Schwarzes_Cover.jpg?v=1732954591,1,,false,,,,,,,,,,,,,,"Dalvand, Reza",,"Eines Morgens in der Dämmerung leuchtet der Wald in so schönen Farben wie nie zuvor. Grün und rot schillern die Bäume am Rand einer Lichtung. Und da im Sonnenlicht liegt etwas Schwarzes. Was könnte das nur sein? Der Rabe fliegt hinab und meint: »Das muss ein Stück von einem Stern sein. Bald wird der Himmel über uns einstürzen!« Aufgeregt fliegt er davon, um den anderen von der Gefahr zu berichten.

Vom Lärm des Raben aufgeweckt kommt der Fuchs vorbei und sieht etwas Schwarzes am Boden. Das kann nur das vermisste Tuch der Prinzessin sein. Auch er wittert Bedrohung und meint schon, die nahenden Soldaten des königlichen Heeres zu hören: Sie kommen, das Tuch zu suchen. Bald schon herrscht im Wald ein heilloses Durcheinander. Die Eule, der Leopard und die Katze – alle berichten, was sie gesehen haben und sprechen von der drohenden Gefahr.

Aber vielleicht ist das Schwarze auch bloß … etwas Schwarzes, etwas Liebenswertes, etwas ganz und gar Ungefährliches? Der junge iranische Zeichner Reza Dalvand erzählt in dieser kleinen und gleichzeitig großen Geschichte augenzwinkernd von den Schwierigkeiten im Umgang mit dem Unbekannten.",,,32 páginas,30 x 20 cm,,,9783905804812,,libro-de-bolsillo,ninos; fantasy,,deu-deutsch,ninos,,,,,,g,,15.00,true,,,true,,,active
wann-kommt-mama-엄마-마중,Wann kommt Mama? – 엄마 마중,"<p>Ein Kind steht an der Haltestelle der Straßenbahn und wartet auf seine Mutter. Viele Menschen steigen aus und ein – nur die Mutter ist nicht zu sehen. Sie kommt auch nicht mit der nächsten Bahn. Bei der übernächsten mahnt der Schaffner das Kind: »Am besten bleibst du hier stehen, bis deine Mama kommt.« Als dunkle Schneewolken aufziehen, wartet das Kind noch immer auf seine Mutter … Doch dann, ganz am Ende, kommt die Mama. Sie im Schneegestöber zu finden, erfordert vom Betrachter einen genauen Blick!</p>
<p>In asiatischer Bildtradition, aber mit eigener Handschrift hat der Illustrator Kim Dong-Seong zu dieser Geschichte klare und ausdrucksstarke Bilder voller Poesie geschaffen, die direkt ins Herz gehen. Er sagt über seine Arbeit an diesem Buch: «Der Text ist kurz, aber voller Emotionen. Ich entschied mich, die wirkliche Welt des Kindes fast ohne Farbe zu zeichnen, seine Gedankenwelt hingegen in voller Farbe. Das Wichtigste war für mich, die Sehnsucht des Kindes nach seiner Mutter auszudrücken. Meiner Meinung nach lassen gute Texte Lücken, die mit Bildern zu füllen sind.»</p>
<table style=""width: 100%;"">
<tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Lee, Tae-Jun</td>
</tr>
<tr>
<td><strong>Ilustraciones de</strong></td>
<td>Kim, Dong-Seong</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-3-905804-23-2</td>
</tr>
<tr>
<td><strong>Paginás</strong></td>
<td>40 páginas</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>21,8 x 24 cm</td>
</tr>
<tr>
<td><strong>Traducción por</strong></td>
<td>Andreas Schirmer</td>
</tr>
</tbody>
</table>",Baobab Books,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,336.0,shopify,2,deny,manual,25.00,,true,true,,,,,'9783905804232,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/Lee_Wann_kommt_Mama.jpg?v=1732831608,1,,false,,,,,,,,,,,,,,"Lee, Tae-Jun",,"Ein Kind steht an der Haltestelle der Straßenbahn und wartet auf seine Mutter. Viele Menschen steigen aus und ein – nur die Mutter ist nicht zu sehen. Sie kommt auch nicht mit der nächsten Bahn. Bei der übernächsten mahnt der Schaffner das Kind: »Am besten bleibst du hier stehen, bis deine Mama kommt.« Als dunkle Schneewolken aufziehen, wartet das Kind noch immer auf seine Mutter … Doch dann, ganz am Ende, kommt die Mama. Sie im Schneegestöber zu finden, erfordert vom Betrachter einen genauen Blick!

In asiatischer Bildtradition, aber mit eigener Handschrift hat der Illustrator Kim Dong-Seong zu dieser Geschichte klare und ausdrucksstarke Bilder voller Poesie geschaffen, die direkt ins Herz gehen. Er sagt über seine Arbeit an diesem Buch: «Der Text ist kurz, aber voller Emotionen. Ich entschied mich, die wirkliche Welt des Kindes fast ohne Farbe zu zeichnen, seine Gedankenwelt hingegen in voller Farbe. Das Wichtigste war für mich, die Sehnsucht des Kindes nach seiner Mutter auszudrücken. Meiner Meinung nach lassen gute Texte Lücken, die mit Bildern zu füllen sind.»",,"Kim, Dong-Seong",40 páginas,"21,8 x 24 cm",,,9783905804232,,,,,,,,,,,,g,,15.00,true,,,true,,,active
das-geheimnis-der-baume,Das Geheimnis der Bäume,"<p>Die Bäume arbeiten tagsüber für den Menschen und erwecken nachts die guten Geister zum Leben. Für die Gond, eines der ursprünglichen Völker Indiens, steht der Baum im Zentrum des Lebens, denn traditionell leben sie in den Wäldern.Mit Bildern von Bhajju Shyam, Durga Bai und Ram Singh Urveti, alle drei Angehörige der indischen Gond, eröffnet sich hier vor unseren Augen eine wundersame, kunstvolle, aber auch bedrohte Welt voller Geschichten und Geheimnisse. Das Buch wurde in Siebdruck von Hand in Südindien hergestellt. In der kleinen Druckerei AMM Screens in Chennai wird Qualität und soziale Verantwortung über kurzfristigen Profit gestellt. Im Siebdruckverfahren wird jede einzelne Seite des handgeschöpften Papiers bedruckt, jede Seite ist somit ein Original und jedes Buch dieser nummerierten Auflage ein Unikat – fair trade, made in India.</p>
<table style=""width: 100%;"">
<tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Shyam, Bhajju / Bai, Durga / Urveti, Ram Singh</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-3-905804-88-1</td>
</tr>
<tr>
<td><strong>Paginás</strong></td>
<td>40 páginas</td>
</tr>
<tr>
<td><strong>Traducción por</strong></td>
<td>Eveline Masilamani-Meyer</td>
</tr>
</tbody>
</table>",Baobab Books,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,582.0,shopify,2,deny,manual,53.00,,true,true,,,,,'9783905804881,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/Shyam_Geheimnis5_Cover.jpg?v=1732831420,1,,false,,,,,,,,,,,,,,"Shyam, Bhajju / Bai, Durga / Urveti, Ram Singh",,"Die Bäume arbeiten tagsüber für den Menschen und erwecken nachts die guten Geister zum Leben. Für die Gond, eines der ursprünglichen Völker Indiens, steht der Baum im Zentrum des Lebens, denn traditionell leben sie in den Wäldern.Mit Bildern von Bhajju Shyam, Durga Bai und Ram Singh Urveti, alle drei Angehörige der indischen Gond, eröffnet sich hier vor unseren Augen eine wundersame, kunstvolle, aber auch bedrohte Welt voller Geschichten und Geheimnisse. Das Buch wurde in Siebdruck von Hand in Südindien hergestellt. In der kleinen Druckerei AMM Screens in Chennai wird Qualität und soziale Verantwortung über kurzfristigen Profit gestellt. Im Siebdruckverfahren wird jede einzelne Seite des handgeschöpften Papiers bedruckt, jede Seite ist somit ein Original und jedes Buch dieser nummerierten Auflage ein Unikat – fair trade, made in India.",,,40 páginas,50 x 25 cm,,,9783905804881,,,fantasy,,,adultos,,,,,,g,,31.80,true,,,true,,,active
